document_name,date,start_page,end_page,content,author,is_vocabulary
Competing In The Age Of AI ,2022-11-28 12:06:52,101,101,"important than others. The web was following the principle of preferential attachment: the more-connected nodes attracted more new connections, and thus they became increasingly important and attractive to new connections"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-28 12:07:52,101,101,"networks, and mobile app networks, to name a few. These networks have at least five things in common. They are made up of digital connections between network nodes, they carry data, they are shaped by increasingly powerful software algorithms, they ignore traditional industry boundaries, and they are growing increasingly important to our economy and social system"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-28 12:08:21,101,101,"Competitive advantage therefore moves toward the organizations that are most central in connecting businesses, aggregating the data that flows between them, and extracting value through powerful analytics and AI"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-28 12:09:11,102,102,"The implications for strategy are important. Instead of focusing on isolated industries, each exhibiting unique properties and characteristics, strategic analysis should turn its focus to the structure and importance of the connections a firm creates across industries—from the firm to the rest of the economy—and on the flows of data through the networks the firm connects to"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-28 12:11:41,103,103,Network effects describe the value added by increasing the number of connections within and across networks," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-28 12:11:51,103,103,"Learning effects capture the value added by increasing the amount of data flowing through the same networks—for example, data that may be used to power AI to learn about and improve the user experience or to better target advertisers"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-28 12:14:17,103,103,"The general idea in strategic network analysis is to find ways to increase the value created at scale and to capture the value created— effectively ratcheting up the value curve, as shown by the arrow. To increase the value created at scale (and the resulting competitive advantage), you"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:14:43,105,105,"To understand the possibilities, you should first analyze each network separately, because each will have different properties and structure as well as offer different learning opportunities, willingness to pay, and level of competition"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:16:17,106,106,The basic definition of a network effect is that the underlying value or utility of a product or service increases as the number of users utilizing the service increases," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:19:52,107,107,meaning that the users value the presence of other users," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:20:12,107,107,"Indirect network effects exist when users in one category—say, sellers— value the presence of users in some other category—say, buyers—on a network"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:23:23,108,108,"As a rule, businesses that rely on weak network effects are characterized by many competitors, whereas those that engender strong network effects have fewer competitors and increased market concentration and therefore can claim a more substantial competitive advantage"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:23:34,108,108,Learning effects can either add value to existing network effects or generate value in their own right," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:31:02,111,111,"Clustered networks are thus typically highly competitive. (And even with locally strong network effects, the impact of scale is effectively capped at the level required to serve the local cluster.)"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:33:31,112,112,usually limit the value of aggregation across locations," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:33:34,112,112,"be relevant to the Uber passenger experience in San Francisco, or in Paris. Geographic differences usually limit the value of aggregation across locations"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:38:41,113,113,When several options are available—such as working with a multisided platform business or network hub—you can adjust pricing to charge the side or network having the least competition and the greatest willingness," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 00:38:47,113,113,When several options are available—such as working with a multisided platform business or network hub—you can adjust pricing to charge the side or network having the least competition and the greatest willingness to pay.," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 09:58:48,114,114,"Multihoming refers to the viability of competitive alternatives, specifically to situations wherein users or service providers in a network can form ties with multiple platforms or hub firms (“homes”) at the same time"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 10:00:01,115,115,"After the first connection is made, most if not all of the value created is delivered, and it’s difficult to hold a user accountable to the network hub for ongoing rents"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 10:02:44,116,116,"Network bridging involves making new connections across previously separate economic networks, making use of more-favorable"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-29 10:02:51,117,117,competitive dynamics and different willingness to pay," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:14:55,118,118,The first step in strategic network analysis is to list the major networks a business is connected to," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:15:14,118,118,The second step is to evaluate the potential of each major network in the business for value creation and capture at scale," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:16:44,119,119,Evaluating Uber’s strategic networks Strengthen value creation and capture," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:23:33,122,122,We now summarize our arguments into a set of questions. These are questions entrepreneurs and executives should ask about their own businesses as they develop strategies and envision the potential value creation and capture opportunities in the networks the business could connect to," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:23:37,122,122,What is the core service delivered?," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:23:58,122,122,"As with most traditional strategic analyses, the best way to start is to go back to the most essential way the business creates value. In the case of a cool AI startup, for example, what is the specific process your firm is digitizing and enabling through AI? In the case of an advanced business, what is the most basic value proposition"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:27:19,122,122,This next step is a systematic assessment of the characteristics of the core network the business is plugging in to. The," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:28:47,123,123,"As the business grows, one should consider the potential to ratchet up value created by driving additional learning and network effects"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:29:46,123,123,"If the network effects are strong and there is very little value delivered until critical mass, how do you get there"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:31:58,124,124,Do we have challenges with network clustering? Multihoming? Disintermediation," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:34:47,124,124,"However, without critical mass, the value created by the app is limited, again because of the strong learning and network effects. This suggests a strategy not to charge patients or physicians for using the app, because we want to do everything we can to encourage adoption and engagement"," Marco Iansiti, Karim R",False
Competing In The Age Of AI ,2022-11-30 01:35:49,124,124,"Are there network bridging opportunities? Considering the data you can accumulate from your core network, is it of value to another network?"," Marco Iansiti, Karim R",False
